Transaction ID,amount,Comments
24174523,500,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
34796794,1,Please verify the order details with the accounting team so we can finalize the reconciliation.
44098697,953,"The status has been updated, and all records now reflect accurate information and you can download the report again"
67862005,15,"Its not been 3 months, wait and then raise for the issue"
55972624,300,We couldn’t locate the order ID in the system; please verify the transaction details.
52281998,1,"We found a partial payment, but the full transaction details are still missing."
51520157,50,The issue has been successfully resolved. The transaction has been matched
46148357,100,"We found a partial payment, but the full transaction details are still missing."
12505323,1000,The reconciliation has been completed. The records now align across all platforms.
77032823,25,"The system returned an error when processing the payment, so we need to reprocess it."
29836892,3,"The transaction was mistakenly marked as pending, but it is now confirmed and paid"
15510580,12,"The transaction was mistakenly marked as pending, but it is now confirmed and paid"
75838354,25,The amount recorded does not match the expected payment. Please double-check the payment details.
88196592,4,The wrong transaction ID was used in the initial record. It’s now corrected.
90460135,1,"The payment discrepancy was related to a system error, which has now been fixed."
60986784,2,"The order and payment were recorded under different categories, so we need to reassign them for reconciliation."
36117639,100,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
87624570,500,"The transaction was mistakenly marked as pending, but it is now confirmed and paid"
13069429,1000,"The reconciliation process was interrupted, and we need to restart it to verify the data."
92746758,100,"The payment gateway didn’t return the correct confirmation, so the order remains unresolved."
33098524,25,"The payment gateway didn’t return the correct confirmation, so the order remains unresolved."
24374361,120,"The payment was rejected, but we have no details on why. More information is required to resolve."
59695088,2,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
59776274,50,We need the customer’s payment reference to proceed with the investigation.
83620219,5,The reconciliation has been completed. The records now align across all platforms.
83590932,1,"The payment gateway didn’t return the correct confirmation, so the order remains unresolved."
84309276,1,"The order was refunded due to a customer request, and the issue is now closed."
41444142,18,"The missing data was found, and all accounts are now balanced."
31020603,200,The payment was not found in the corresponding financial report. Additional investigation is required.
71758667,300,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
46303763,10,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
54285371,100,"The reconciliation process was interrupted, and we need to restart it to verify the data."
18330111,10,"The payment was rejected, but we have no details on why. More information is required to resolve."
42043959,5,"After reviewing the order, we found the correct payment details. The case is now resolved."
83610253,500,The amount recorded does not match the expected payment. Please double-check the payment details.
74421922,5,"The comments provided don’t match the transaction details, so we need further clarification."
22519514,100,"There’s a discrepancy in the order details, and we need more time to resolve it."
73355107,35000,"The system is currently down, preventing us from completing the reconciliation."
60815279,100,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
37340099,20,"The order ID mismatch has been resolved, and the correct amount has been applied."
38050318,800,"The order ID mismatch has been resolved, and the correct amount has been applied."
69581996,17,We couldn’t locate the order ID in the system; please verify the transaction details.
91271699,30,"After reviewing the order, we found the correct payment details. The case is now resolved."
72144722,5,Please verify the order details with the accounting team so we can finalize the reconciliation.
21435541,10,Kindly check the payment gateway logs to identify any issues with the transaction.
22687493,500,Please verify the order details with the accounting team so we can finalize the reconciliation.
56085972,425,The transaction needs to be manually confirmed before we can proceed with reconciliation.
94326006,126,"The order and payment were recorded under different categories, so we need to reassign them for reconciliation."
95747627,20,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
69040244,10,"The payment was rejected, but we have no details on why. More information is required to resolve."
90902334,250,"The comments provided don’t match the transaction details, so we need further clarification."
71569531,500,"The order ID mismatch has been resolved, and the correct amount has been applied."
91321404,10,"The system is currently down, preventing us from completing the reconciliation."
79132499,1,"The payment was rejected, but we have no details on why. More information is required to resolve."
97979098,200,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
24378985,50,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
71716559,1,"The payment was rejected, but we have no details on why. More information is required to resolve."
46129853,16,"The data from the external source is missing key information, and we need to validate before proceeding."
32203657,47,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
46387502,100,We need the customer’s payment reference to proceed with the investigation.
43504431,13,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
54719338,30,"The order and payment were recorded under different categories, so we need to reassign them for reconciliation."
50274587,600,"The comments provided don’t match the transaction details, so we need further clarification."
85871045,20,"The data from the external source is missing key information, and we need to validate before proceeding."
29976412,20,"The customer provided the correct payment reference, and the discrepancy was cleared."
28532743,100,"The customer provided the correct payment reference, and the discrepancy was cleared."
28940505,100,"The system is currently down, preventing us from completing the reconciliation."
17044587,50,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
16730750,100,The payment status remains “processing.” We need to wait for it to finalize before reconciling.
57978403,200,"After reviewing the order, we found the correct payment details. The case is now resolved."
15236715,185,Please verify the order details with the accounting team so we can finalize the reconciliation.
40931991,10,"The data from the external source is missing key information, and we need to validate before proceeding."
39100456,1,"The payment was processed successfully, and the reconciliation issue is now resolved."
31357172,116,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
72138893,20,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
89073657,200,"The payment was rejected, but we have no details on why. More information is required to resolve."
64594846,14,Kindly check the payment gateway logs to identify any issues with the transaction.
15934735,7,"The order ID mismatch has been resolved, and the correct amount has been applied."
20457243,80,"Please update the missing fields, and we’ll reprocess the transaction for reconciliation."
94788562,20,"The status has been updated, and all records now reflect accurate information and you can download the report again"
46069898,10,Kindly check the payment gateway logs to identify any issues with the transaction.
18137884,10,The payment was not found in the corresponding financial report. Additional investigation is required.
57114031,1000,"The order ID and payment do not align with our records, and we are awaiting further confirmation."
91110755,25,The amount recorded does not match the expected payment. Please double-check the payment details.
14945965,1,The payment reference provided doesn’t match the system’s record. We need additional verification.
50410453,1000,"The customer provided the correct payment reference, and the discrepancy was cleared."
28313523,10,"The order was refunded due to a customer request, and the issue is now closed."
47468168,230,"The payment was rejected, but we have no details on why. More information is required to resolve."
97330047,10,The issue has been successfully resolved. The transaction has been matched
48880559,3,"Once the missing order information is provided, we will proceed with finalizing the reconciliation."
91822857,12,"Please provide the correct transaction ID, and we will continue with the reconciliation process."
69299215,100,"The order ID mismatch has been resolved, and the correct amount has been applied."
88307450,150,The resolved payment was successfully reconciled and updated in the system.
98372107,5,"The payment status is still showing as pending, and we need further clarification before resolving."
15681634,50,"Please update the missing fields, and we’ll reprocess the transaction for reconciliation."
68163896,3,"The missing order ID has been found, and the data has been updated accordingly."
63327378,18,"Once the missing order information is provided, we will proceed with finalizing the reconciliation."
22442046,5,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
92431127,100,"We found a partial payment, but the full transaction details are still missing."
92450448,4,"Once the missing order information is provided, we will proceed with finalizing the reconciliation."
18878448,10,The resolved payment was successfully reconciled and updated in the system.
43446878,5,"The missing order ID has been found, and the data has been updated accordingly."
45433711,20,"The payment amount is incorrect, and further investigation is needed to identify the cause of the discrepancy."
53822131,981,The amount recorded does not match the expected payment. Please double-check the payment details.
90087936,30,"Its not been 3 months, wait and then raise for the issue"
12691685,5,"The order was refunded due to a customer request, and the issue is now closed."
55338376,20,The payment reference provided doesn’t match the system’s record. We need additional verification.
66184382,10,"The order ID and payment do not align with our records, and we are awaiting further confirmation."
60277833,19,"The transaction was mistakenly marked as pending, but it is now confirmed and paid"
19318496,1000,"The data from the external source is missing key information, and we need to validate before proceeding."
92522643,10,The transaction appears to have been processed but wasn’t recorded in the system. Further investigation needed.
89256945,10,Please verify the order details with the accounting team so we can finalize the reconciliation.
57970255,2,The transaction needs to be manually confirmed before we can proceed with reconciliation.
74449401,200,"Please update the missing fields, and we’ll reprocess the transaction for reconciliation."
63203585,3,"The system glitch that caused the mismatch was fixed, and the transaction has been reconciled."
53087192,113,"The order was refunded due to a customer request, and the issue is now closed."
36078735,15,"The order ID mismatch has been resolved, and the correct amount has been applied."
98515700,150,The wrong transaction ID was used in the initial record. It’s now corrected.
93164448,100,"The system returned an error when processing the payment, so we need to reprocess it."
86295684,20,"The status has been updated, and all records now reflect accurate information and you can download the report again"
11851550,100,"The payment status is still showing as pending, and we need further clarification before resolving."
41022757,12,"After reviewing the order, we found the correct payment details. The case is now resolved."
73567464,40,"The payment was rejected, but we have no details on why. More information is required to resolve."
78757746,200,The reconciliation has been completed. The records now align across all platforms.
45018269,1,"The payment amount is incorrect, and further investigation is needed to identify the cause of the discrepancy."
49472214,2387,The transaction needs to be manually confirmed before we can proceed with reconciliation.
85972391,51,"The payment was processed successfully, and the reconciliation issue is now resolved."
76146022,60,The payment reference provided doesn’t match the system’s record. We need additional verification.
10115035,600,"The payment was rejected, but we have no details on why. More information is required to resolve."
34753260,4,"The missing data was found, and all accounts are now balanced."
75160560,11,The payment was not found in the corresponding financial report. Additional investigation is required.
54596439,20,The payment reference provided doesn’t match the system’s record. We need additional verification.
39269759,1,The wrong transaction ID was used in the initial record. It’s now corrected.
91141624,32,The payment was not found in the corresponding financial report. Additional investigation is required.
96390132,1,"The order and payment were recorded under different categories, so we need to reassign them for reconciliation."
90932772,10,"The missing order ID has been found, and the data has been updated accordingly."
87150487,10,"The payment gateway didn’t return the correct confirmation, so the order remains unresolved."
17847435,100,"The customer provided the correct payment reference, and the discrepancy was cleared."
92815243,35,The amount recorded does not match the expected payment. Please double-check the payment details.
79026903,200,"After reviewing the order, we found the correct payment details. The case is now resolved."
64845003,60,"The payment was rejected, but we have no details on why. More information is required to resolve."
81107557,250,"The missing data was found, and all accounts are now balanced."
21655975,654,"We found a partial payment, but the full transaction details are still missing."
13359585,3,"The payment amount is incorrect, and further investigation is needed to identify the cause of the discrepancy."
16230846,15,The issue has been successfully resolved. The transaction has been matched
12202770,1,"The status has been updated, and all records now reflect accurate information and you can download the report again"
59465121,12,"The missing order ID has been found, and the data has been updated accordingly."
39694941,14,The issue has been successfully resolved. The transaction has been matched
84236115,40,We need the customer’s payment reference to proceed with the investigation.
90817852,30,Please verify the order details with the accounting team so we can finalize the reconciliation.
87922114,40,"The system returned an error when processing the payment, so we need to reprocess it."
